  VARIABLES = "x" "rho" "u" "p" 
   -0.9998000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9994000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9990000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9986000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9982000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9978000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9974000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9970000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9966000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9962000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9958000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9954000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9950000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9946000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9942000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9938000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9934000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9930000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9926000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9922000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9918000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9914000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9910000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9906000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9902000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9898000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9894000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9890000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9886000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9882000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9878000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9874000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9870000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
   -0.9866000000E+00    0.1000000000E+01    0.0000000000E+00    0.1000000000E+01
